id,name,carrier,state,tier,brand_or_generic,created_at,updated_at
5363,NARDIL (Use Phenelzine Sulfate),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5364,PARNATE  (UseTranylcypromine Sulfate),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5365,phenelzine sulfate,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5366,tranylcypromine sulfate,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5367,CELEXA 10 MG (UseCitalopram Hydrobromide),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5368,CELEXA 20 MG (UseCitalopram Hydrobromide),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5369,CELEXA 40 MG (UseCitalopram Hydrobromide),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5370,citalopram hydrobromide soln 10 mg/5ml,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5371,citalopram hydrobromide tabs 10 mg,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5372,citalopram hydrobromide tabs 20 mg,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5373,PEGANONE,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5374,PHENYTEK  (UsePhenytoin Sodium Extended),Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5375,phenytoin,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5376,phenytoin sodium extended,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5377,CELONTIN,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5378,ethosuximide,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5379,ZARONTIN (UseEthosuximide),Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5380,DEPAKENE (UseValproate Sodium),Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5381,DEPAKENE (Use Valproic Acid),Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5382,DEPAKOTE  (UseDivalproex Sodium),Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5383,DEPAKOTE ER (UseDivalproex Sodium),Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5384,DEPAKOTE SPRINKLES(Use Divalproex Sodium),Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5385,divalproex sodium,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5386,STAVZOR,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5387,valproate sodium soln or 250 mg/5ml,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5388,valproate sodium syrp or 250 mg/5ml,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5389,valproic acid,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5390,mirtazapine,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5391,REMERON (UseMirtazapine),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5392,REMERON SOLTAB (UseMirtazapine),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5393,OLEPTRO,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5394,trazodone hcl,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5395,VIIBRYD KIT,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5396,"VIIBRYD TABS 10 MG, 20MG, 40 MG",Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5397,CYMBALTA (UseDuloxetine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5398,"DESVENLAFAXINE ER 100 MG, 50 MG",Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5399,"DESVENLAFAXINE ER 100 MG, 50 MG",Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5400,duloxetine hcl,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5401,EFFEXOR XR (UseVenlafaxine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5402,"FETZIMA 120 MG, 40 MG,80 MG",Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5403,FETZIMA 20 MG,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5404,FETZIMA TITRATION PACK,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5405,KHEDEZLA,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5406,PRISTIQ,Health Net,CA,2,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5407,"venlafaxine hcl cp24 150 mg, 37.5 mg, 75 mg",Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5408,VENLAFAXINE HCL ER(Use Venlafaxine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5409,"venlafaxine hcl tabs 100 mg, 25 mg, 37.5 mg, 50mg, 75 mg",Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5410,"venlafaxine hcl tb24 150 mg, 225 mg, 37.5 mg, 75 mg",Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5411,amitriptyline hcl,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5412,AMOXAPINE,Health Net,CA,2,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5413,ANAFRANIL (UseClomipramine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5414,citalopram hydrobromide tabs 40 mg,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5415,escitalopram oxalate,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5416,"fluoxetine hcl caps 10 mg, 20 mg, 40 mg",Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5417,fluoxetine hcl cpdr 90 mg,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5418,fluoxetine hcl soln 20 mg/5ml,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5419,"fluoxetine hcl tabs 10 mg, 20 mg",Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5420,FLUOXETINE HCL TABS 60 MG,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5421,fluvoxamine maleate,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5422,LEXAPRO (UseEscitalopram Oxalate),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5423,LUVOX CR (UseFluvoxamine Maleate),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5424,paroxetine hcl,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5425,PAXIL CR (UseParoxetine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5426,PAXIL SUSP 10 MG/5ML,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5427,"PAXIL TABS 10 MG, 20MG, 30 MG, 40 MG (UseParoxetine HCl)",Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5428,PEXEVA,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5429,PROZAC (Use Fluoxetine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5430,PROZAC WEEKLY (UseFluoxetine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5431,sertraline hcl,Health Net,CA,1,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5432,ZOLOFT (Use Sertraline HCl),Health Net,CA,GP,generic,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5433,BRINTELLIX,Health Net,CA,3,brand,2014-10-09T23:38:32-07:00,2014-10-09T23:38:32-07:00
5434,"nefazodone hcl 100 mg, 150 mg, 200 mg, 250 mg,50 mg",Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5435,NEFAZODONE HCL 50 MG,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5436,AVANDARYL,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5437,DUETACT (UsePioglitazone HCl- Glimepiride),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5438,glipizide-metformin hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5439,GLUCOVANCE (UseGlyburide-Metformin),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5440,glyburide-metformin,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5441,JANUMET,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5442,JANUMET XR,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5443,JENTADUETO,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5444,JUVISYNC,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5445,KAZANO,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5446,KOMBIGLYZE XR,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5447,OSENI,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5448,pioglitazone hcl-glimepiride,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5449,pioglitazone hcl-metformin hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5450,PRANDIMET,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5451,FORTAMET (UseMetformin HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5452,GLUCOPHAGE (UseMetformin HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5453,GLUCOPHAGE XR (UseMetformin HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5454,GLUMETZA,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5455,metformin hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5456,RIOMET,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5457,GLUCAGEN,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5458,clomipramine hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5459,desipramine hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5460,doxepin hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5461,imipramine hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5462,imipramine pamoate,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5463,NORPRAMIN  (UseDesipramine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5464,nortriptyline hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5465,PAMELOR (UseNortriptyline HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5466,protriptyline hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5467,TOFRANIL (UseImipramine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5468,TOFRANIL-PM (UseImipramine Pamoate),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5469,VIVACTIL (UseProtriptyline HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5470,acarbose,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5471,GLYSET,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5472,PRECOSE (UseAcarbose),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5473,SYMLINPEN 120,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5474,SYMLINPEN 60,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5475,ACTOPLUS MET (UsePioglitazone HCl-Metformin HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5476,ACTOPLUS MET XR,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5477,AVANDAMET,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5478,HUMALOG MIX 50/50 KWIKPEN,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5479,HUMALOG MIX 75/25,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5480,HUMALOG MIX 75/25 KWIKPEN,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5481,HUMULIN 70/30 KWIKPEN,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5482,HUMULIN 70/30 PEN,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5483,HUMULIN N KWIKPEN,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5484,HUMULIN N U-100 PEN,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5485,HUMULIN R U-500 (CONCENTRATED),Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5486,LANTUS,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5487,LANTUS SOLOSTAR,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5488,LEVEMIR,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5489,LEVEMIR FLEXPEN,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5490,LEVEMIR FLEXTOUCH,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5491,NOVOLIN 70/30,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5492,NOVOLOG,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5493,NOVOLOG FLEXPEN,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5494,NOVOLOG MIX 70/30,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5495,NOVOLOG MIX 70/30 PREFILLED FLEXPEN,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5496,NOVOLOG PENFILL,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5497,nateglinide,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5498,PRANDIN (UseRepaglinide),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5499,repaglinide,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5500,GLUCAGEN HYPOKIT,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5501,GLUCAGON EMERGENCY KIT,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5502,KORLYM,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5503,PROGLYCEM,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5504,JANUVIA,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5505,NESINA,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5506,ONGLYZA,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5507,TRADJENTA,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5508,CYCLOSET,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5509,BYDUREON,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5510,BYETTA,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5511,VICTOZA,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5512,ACTOS (Use Pioglitazone HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5513,AVANDIA,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5514,pioglitazone hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5515,APIDRA,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5516,APIDRA SOLOSTAR,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5517,HUMALOG,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5518,HUMALOG KWIKPEN,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5519,HUMALOG MIX 50/50,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5520,STARLIX (UseNateglinide),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5521,FARXIGA,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5522,INVOKANA,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5523,AMARYL (UseGlimepiride),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5524,chlorpropamide,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5525,DIABETA  (Use Glyburide),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5526,glimepiride,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5527,glipizide,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5528,GLUCOTROL (UseGlipizide),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5529,GLUCOTROL XL (UseGlipizide),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5530,glyburide,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5531,glyburide micronized,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5532,GLYNASE  (Use Glyburide Micronized),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5533,tolazamide,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5534,tolbutamide,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5535,FULYZAQ,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5536,REZYST SB,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5537,diphenoxylate w/ atropine,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5538,diphenoxylate/atropine,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5539,LAMISIL PACK 187.5 MG,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5540,LAMISIL TABS 250 MG(Use Terbinafine HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5541,nystatin,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5542,terbinafine hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5543,DIFLUCAN (UseFluconazole),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5544,fluconazole,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5545,itraconazole,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5546,ketoconazole,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5547,NOXAFIL,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5548,ONMEL,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5549,SPORANOX CAPS 100MG (Use Itraconazole),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5550,SPORANOX PULSEPAK(Use Itraconazole),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5551,SPORANOX SOLN 10 MG/ML,Health Net,CA,2,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5552,VFEND SUSR 40 MG/ML(Use Voriconazole),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5553,"VFEND TABS 200 MG, 50MG (Use Voriconazole)",Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5554,voriconazole susr or 40 mg/ml,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5555,"voriconazole tabs or 200 mg, 50 mg",Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5556,carbinoxamine maleate,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5557,clemastine fumarate,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5558,diphenhydramine hcl soln ij 50 mg/ml,Health Net,CA,SP,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5559,KARBINAL ER,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5560,ZOFRAN SOLN 4 MG/5ML(Use Ondansetron HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5561,"ZOFRAN TABS 4 MG, 8MG (Use Ondansetron HCl)",Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5562,ZUPLENZ,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5563,TIGAN (UseTrimethobenzamide HCl),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5564,TRANSDERM-SCOP,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5565,trimethobenzamide hcl,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5566,CESAMET,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5567,DICLEGIS,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5568,dronabinol,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5569,MARINOL (UseDronabinol),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5570,EMEND,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5571,"EMEND 125 MG, 80 MG",Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5572,EMEND 40 MG,Health Net,CA,3,brand,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5573,ANCOBON (UseFlucytosine),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5574,flucytosine,Health Net,CA,1,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5575,GRIFULVIN V (UseGriseofulvin Microsize),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
5576,GRIS-PEG (UseGriseofulvin Ultramicrosize),Health Net,CA,GP,generic,2014-10-09T23:38:33-07:00,2014-10-09T23:38:33-07:00
